ticker,name,exchange
LAB,LABRADOR GOLD CORP.,tsxv
LABS,MEDIPHARM LABSCORP J,tsx
LABS.WT,MEDIPHARM LABS J WT,tsx
LAC,LITHIUM AMERICAS J,tsx
LAM,LARAMIDE RESOURCES J,tsx
LAS.A,LASSONDE IND CL A SV,tsx
LB,LAURENTIAN BK OF CAN,tsx
LB.PR.H,LAURENTIAN BK PR 13,tsx
LBC,LIBERO COPPER & GOLD CORPORATION,tsxv
LBI,LIONS BAY CAPITAL INC,tsxv
LBS,LIFE & BANC SPLIT A,tsx
LBS.PR.A,LIFE & BANC SPLIT PR,tsx
LBY,LIBERTY ONE LITHIUM CORP.,tsxv
LCC.P,LAMASKA CAPITAL CORP.,tsxv
LCFS,TIDEWATER RENEW J,tsx
LCS,BROMPTON LIFE SPLT A,tsx
LCS.PR.A,BROMPTON LIFESPLT PR,tsx
LDI,LITHOQUEST RESOURCES INC.,tsxv
LEAD,EVOLVE FUTRLEADR HEG,tsx
LEAD.B,EVOLVE FUTLEAD UNHEG,tsx
LEAD.U,EVOLVEFUTRLDR UNHGUS,tsx
LEAF,LEAF MOBILE INC. J,tsx
LEM,LEADING EDGE MATERIALS CORP.,tsxv
LEO,LION COPPER AND GOLD CORP.,tsxv
LET,LETHO RESOURCES CORP.,tsxv
LEV,LION ELECTRIC CO J,tsx
LEV.WT,LION ELECTRICCO J WT,tsx
LEXI,LITHIUM ENERGI EXPLORATION INC.,tsxv
LFE,CDN LIFE CO SPLIT A,tsx
LFE.PR.B,CDN LIFE COSPLT PR12,tsx
LFST,LIFEIST WELLNESS INC.,tsxv
LFST.WT.A,LIFEIST WELLNESS INC. WT A 25OCT2023,tsxv
LFST.WT.B,LIFEIST WELLNESS INC. WT B 19JAN2024,tsxv
LGD,LIBERTY GOLD CORP. J,tsx
LGO,LARGO INC. J,tsx
LGT.A,LOGISTEC CORP. A MV,tsx
LGT.B,LOGISTEC CORP CL B,tsx
LHI,LENDIFIED HOLDINGS INC.,tsxv
LI,AMERICAN LITHIUM CORP.,tsxv
LI.WT,AMERICAN LITHIUM CORP. WT. 11MAY2024,tsxv
LIF,LABRADOR IRON ORE,tsx
LIFE,EVOLVE GLBHLTHYLDHEG,tsx
LIFE.B,EVOLVEGLBHEALTH UNHG,tsx
LIFE.U,EVOLVE GLBHLTHUNHGUS,tsx
LILL.P,LITTLE FISH ACQUISITION I CORP.,tsxv
LIO,LION ONE METALS LIMITED,tsxv
LIS,LITHIUM SOUTH DEVELOPMENT CORPORATION,tsxv
LIT,ARGENTINA LITHIUM AND ENERGY CORP.,tsxv
LITH,LITHIUM CHILE INC.,tsxv
LITT,ROADMAN INVESTMENTS CORP.,tsxv
LKY,LUCKY MINERALS INC.,tsxv
LL,CANADA RARE EARTH CORP.,tsxv
LLG,MASON GRAPHITE INC.,tsxv
LM,LINGO MEDIA CORPORATION,tsxv
LME,LAURION MINERAL EXPLORATION INC,tsxv
LMG,LINCOLN GOLD MINING INC.,tsxv
LMR,LOMIKO METALS INC.,tsxv
LMS,LATIN METALS INC.,tsxv
LN,LONCOR GOLD INC. J,tsx
LNF,LEON S FURNITURE LTD,tsx
LNR,LINAMAR CORPORATION,tsx
LOCL,FRESHLOCAL SOLUTN J,tsx
LONG,CI GLBLONGEVTYECONC$,tsx
LORD,ST. JAMES GOLD CORP.,tsxv
LOT,TOMAGOLD CORPORATION,tsxv
LOTA,DELOTA CORP.,tsxv
LOVE,CANNARA BIOTECH INC.,tsxv
LPC,LORNE PARK CAPITAL PARTNERS INC.,tsxv
LPEN,LOOP ENERGY INC. J,tsx
LPK,LUPAKA GOLD CORP.,tsxv
LPS,LEGEND POWER SYSTEMS INC,tsxv
LPS.WT.A,LEGEND POWER SYSTEMS INC. WT 15JUN2023,tsxv
LQWD,LQWD FINTECH CORP.,tsxv
LR,LUMINEX RESOURCES CORP.,tsxv
LRA,LARA EXPLORATION LTD.,tsxv
LRT.DB.G,LANESBOROUGH REAL ESTATE INVESTMENT TRUST DB30JUN2022,tsxv
LRT.UN,LANESBOROUGH REAL ESTATE INVESTMENT TRUST,tsxv
LS,MIDDLEFLD HLTH&LFEUN,tsx
LSPD,LIGHTSPEED COMMRC SV,tsx
LSPK,LIFESPEAK INC. J,tsx
LSX,LASALLE EXPLORATION CORP.,tsxv
LTE,LITE ACCESS TECHNOLOGIES INC.,tsxv
LTV,LEONOVUS INC.,tsxv
LTV.WT,LEONOVUS INC. WT. 06MAY2024,tsxv
LTX,LABRADOR TECHNOLOGIES INC.,tsxv
LUC,LUCARA DIAMOND J,tsx
LUCK,REAL LUCK GROUP LTD.,tsxv
LUG,LUNDIN GOLD INC. J,tsx
LUM,LUMINA GOLD CORP.,tsxv
LUN,LUNDIN MINING CORP,tsx
LVX,LEVIATHAN GOLD LTD.,tsxv
LWRK,LIFEWORKS INC.,tsx
LXE,LEUCROTTA EXPLORATION INC.,tsxv
LXG,LEXAGENE HOLDINGS INC.,tsxv
LXR,"LXRANDCO, INC. J B",tsx
LXR.WT,"LXRANDCO, INC. J WT",tsx
MAC,THEMAC RESOURCES GROUP LIMITED,tsxv
MAE,MARITIME RESOURCES CORP,tsxv
MAG,MAG SILVER CORP. J,tsx
MAGN.P,MAGEN VENTURES I INC.,tsxv
MAGT,MAGNET FORENSICS SV,tsx
MAH,MARKSMEN ENERGY INC,tsxv
MAI,MINERA ALAMOS INC.,tsxv
MAL,MAGELLAN AEROSPACE,tsx
MAP,MAPLE PEAK INVESTMENTS INC.,tsxv
MAPS,PROSTAR HOLDINGS INC.,tsxv
MAR.UN,MARWEST APARTMENT REAL ESTATE INVESTMENT TRUST CL A,tsxv
MARI,MARIMACA COPPER J,tsx
MARV,MARVEL DISCOVERY CORP.,tsxv
MAS,MAS GOLD CORP.,tsxv
MASS,MASIVO SILVER CORP.,tsxv
MAU,MONTAGE GOLD CORP.,tsxv
MAV,MAV BEAUTY BRANDS,tsx
MAW,MAWSON GOLD LTD. J,tsx
MAXR,MAXAR TECHNOLOGIES,tsx
MAYB.F,1STTRCBOEVESTUS EQHG,tsx
MBA,CIBT EDUCATION GRP J,tsx
MBAL,MACKENZIE BAL ALLOC,tsx
MBCN,MINDBEACON HLDGS J,tsx
MBN,MBN CORPORATION EQTY,tsx
MBO,MOBIO TECHNOLOGIES INC.,tsxv
MBX,MICROBIX BIOSYSTMS J,tsx
MCB,MCCOY GLOBAL INC.,tsx
MCC.P,MOMENTOUS CAPITAL CORP.,tsxv
MCCP.P,MICHICHI CAPITAL CORP.,tsxv
MCF,PINEDALE ENERGY LIMITED,tsxv
MCG,MOUNTAIN CHINA RESORTS (HOLDING) LIMITED,tsxv
MCI,MINNOVA CORP.,tsxv
MCLC,MANULFE MLTCDNLRGUNH,tsx
MCLD,MCLOUD TECHNOLOGIES CORP.,tsxv
MCLD.DB,MCLOUD TECHNOLOGIES COR. DB30JUNE2022,tsxv
MCLD.WS,MCLOUD TECHNOLOGIES CORP. WT 6JUL2022,tsxv
MCLD.WT,MCLOUD TECHNOLOGIES CORP WT 14JAN2025,tsxv
MCM.A,MATACHEWAN CONSOLIDATED MINES LTD. CL A,tsxv
MCON,MACKENZIE CONSRVALLO,tsx
MCR,MACRO ENTERPRISES INC,tsxv
MCS,MCCHIP RESOURCES INC,tsxv
MCSB,MACKENZIECA FIXDINCM,tsx
MCSM,MANULFMULTFCDSMID UN,tsx
MCU,MEGA COPPER LTD.,tsxv
MCX,MCX TECHNOLOGIES CORPORATION,tsxv
MD,MIDLAND EXPLORATION INC,tsxv
MDA,MDA LTD. J,tsx
MDC.UN,DIGITAL CONSMRDIV UN,tsx
MDF,MDF COMMERCE INC.,tsx
MDI,MAJOR DRILLING GROUP,tsx
MDL,MEDALLION RESOURCES LTD.,tsxv
MDM,MADORO METALS CORP.,tsxv
MDNA,MEDICENNA THERAPEU J,tsx
MDP,MEDEXUS PHARMA J,tsx
MDP.DB,MEDEXUS PHARMA J DEB,tsx
MDP.WT,MEDEXUS PHARMA J WT,tsx
MDS.UN,HEALTHCARE SPECOP UN,tsx
MDVD,MACKENZIEGLBL SUSDIV,tsx
MDVD.U,MACKENZIEGLBSUSDIVUS,tsx
MDX,MEDX HEALTH CORP,tsxv
ME,MONETA GOLD INC. J,tsx
MED,MEDGOLD RESOURCES CORP.,tsxv
MEE,MACKENZIE EMRGMKTS E,tsx
MEED.P,MEED GROWTH CORP.,tsxv
MEG,MEG ENERGY CORP.,tsx
MEK,METALS CREEK RESOURCES CORP.,tsxv
MEME.B,MANULIFE EMRG MKTSUN,tsx
MENE,MENE INC.,tsxv
MEQ,MAINSTREET EQUITY J,tsx
MERC.P,MERCURY ACQUISITIONS CORP.,tsxv
MERG,METAL ENERGY CORP.,tsxv
MESH,EVOLVE METAVERSCA HG,tsx
MET,METALORE RESOURCES LIMITED,tsxv
MEU,MACKENZIEMAXDVREUR E,tsx
MEX,MEXICAN GOLD MINING CORP.,tsxv
MEX.WT,MEXICAN GOLD MINING CORP. WT 15JULY2024,tsxv
MFC,MANULIFE FINANCIAL,tsx
MFC.PR.B,MANULIFE FIN SR 2 PR,tsx
MFC.PR.C,MANULIFE FIN A PR 3,tsx
MFC.PR.F,MANULIFE FIN SR 3 PR,tsx
MFC.PR.G,MANULIFE FIN SR 5 PR,tsx
MFC.PR.H,MANULIFE FIN SR 7 PR,tsx
MFC.PR.I,MANULIFE FIN SR 9 PR,tsx
MFC.PR.J,MANULIFE FIN SR11 PR,tsx
MFC.PR.K,MANULIFE FIN SR13 PR,tsx
MFC.PR.L,MANULIFE FIN SR15 PR,tsx
MFC.PR.M,MANULIFE FIN SR17 PR,tsx
MFC.PR.N,MANULIFE FIN SR19 PR,tsx
MFC.PR.P,MANULIFE FIN SR 4 PR,tsx
MFC.PR.Q,MANULIFE FIN SR25 PR,tsx
MFC.PR.R,MANULIFE FIN SR23 PR,tsx
MFG,MAYFAIR GOLD CORP.,tsxv
MFI,MAPLE LEAF FOODS INC,tsx
MFT,MACKENZIE FLTGRATE E,tsx
MG,MAGNA INT L INC.,tsx
MGA,MEGA URANIUM LTD. J,tsx
MGAB,MACKENZIE GLBFIXINCM,tsx
MGB,MACKENZIE GLBFXINCME,tsx
MGG,MINAURUM GOLD INC.,tsxv
MGI,MAGNUM GOLDCORP INC.,tsxv
MGM,MAPLE GOLD MINES LTD.,tsxv
MGM.WT,MAPLE GOLD MINES LTD. WT 27JUN2022,tsxv
MGR,MAGNA GOLD CORP.,tsxv
MGRW,MACKENZIE GRWTHALLOC,tsx
MHC.U,FLAGSHPCOMMUNREIT US,tsx
MHI,MINERAL HILL INDUSTRIES LTD.,tsxv
MHUB,MINEHUB TECHNOLOGIES INC.,tsxv
MI.UN,MINTO APART REIT UN,tsx
MIC.PR.A,SAGEN MI CDA A PR 1,tsx
MID.UN,MINT INCME FND TR UN,tsx
MILL,MILLBANK MINING CORP.,tsxv
MIMI,MIMI S ROCK CORP.,tsxv
MIN,EXCELSIOR MINING J,tsx
MIN.WT,EXCELSIOR MNG J WT,tsx
MIND,HORIZONS AI GLBLEQ A,tsx
MINE,INOMIN MINES INC,tsxv
MINK.P,MINK VENTURES CORPORATION,tsxv
MINT,MANULFE MLTDEVINT UN,tsx
MINT.B,MANULFE MLTDEVINTUNH,tsx
MIR,MEDMIRA INC.,tsxv
MIT,THE MINT CORPORATION,tsxv
MIVG,MACKENZIE IVYGLBEQ E,tsx
MIZA.P,MIZA III VENTURES INC.,tsxv
MJS,MAJESTIC GOLD CORP.,tsxv
MKA,MKANGO RESOURCES LTD.,tsxv
MKB,MACKENZIE CAFXINCM E,tsx
MKC,MACKENZIE MAXDVRCA E,tsx
MKO,MAKO MINING CORP.,tsxv
MKO.WT.A,MAKO MINING CORP. WT 16JAN2022,tsxv
MKP,MCAN MORTGAGE CORP.,tsx
MKR,MELKIOR RESOURCES INC,tsxv
MKT,DEEPMARKIT CORP.,tsxv
MKZ.UN,MACKENZIE MASTER UN,tsx
ML,MILLENNIAL LITHIUM CORP.,tsxv
ML.WT,MILLENNIAL LITHIUM CORP. WT 11FEB2024,tsxv
MLY,AMERICAN CUMO MINING CORPORATION,tsxv
MMA,MIDNIGHT SUN MINING CORP,tsxv
MMG,METALLIC MINERALS CORP.,tsxv
MMM,MINCO CAPITAL CORP.,tsxv
MMN,MONARCA MINERALS INC.,tsxv
MMP.UN,PRECIOUS MTL&MINE UN,tsx
MMS,MACARTHUR MINERALS LIMITED,tsxv
MMV,MINERAL MOUNTAIN RESOURCES LTD.,tsxv
MMX,MAVERIX METALS INC.,tsx
MMY,MONUMENT MINING LIMITED,tsxv
MN,MANGANESE X ENERGY CORP.,tsxv
MN.WT,MANGANESE X ENERGY CORP. WT 03SEP2023,tsxv
MNC,MAGNETIC NORTH ACQUISITION CORP.,tsxv
MNC.PR.A,MAGNETIC NORTH ACQUISITION CORP PREF A,tsxv
MND,MANDALAY RES CORP J,tsx
MNLX,MINILUXE HOLDING CORP.,tsxv
MNO,MERIDIAN MINING UK SOCIETAS,tsxv
MNOW,MEDNOW INC.,tsxv
MNRL,MONUMENTAL MINERALS CORP.,tsxv
MNS,RY CDN MINT-SIL ETR,tsx
MNS.U,RY CA MINTSIL ETR US,tsx
MNT,RY CDN MINT-GOLD ETR,tsx
MNT.U,RY CA MINTGLD ETR US,tsx
MNTO,MINTO METALS CORP.,tsxv
MNTR,MANTARO PRECIOUS METALS CORP.,tsxv
MNX,MANITEX CAPITAL INC.,tsxv
MOGO,MOGO INC. J,tsx
MOGO.WT,MOGO INC. J WT,tsx
MON,MONTERO MINING AND EXPLORATION LTD.,tsxv
MONA.P,MONARCH WEST VENTURES INC.,tsxv
MOO.P,MOON RIVER CAPITAL LTD.,tsxv
MOON,BLUE MOON METALS INC.,tsxv
MOS,MOBI724 GLOBAL SOLUTIONS INC.,tsxv
MOX,MORIEN RESOURCES CORP.,tsxv
MOZ,MARATHON GOLD CORP J,tsx
MPC,MADISON PACIFIC CL B,tsx
MPC.C,MADISON PACIFIC NV C,tsx
MPCF,MACKENZIE PORTFLCOMP,tsx
MPCT.DB,DREAM IMPACT TR DEB,tsx
MPCT.UN,DREAM IMPACT TR UN,tsx
MPH,MEDICURE INC.,tsxv
MPM,MILLENNIAL PRECIOUS METALS CORP.,tsxv
MPT,MIDPOINT HOLDINGS LTD.,tsxv
MPVD,MOUNTAIN PROVINCE J,tsx
MR.DB.A,MELCOR REIT 5.25% DB,tsx
MR.DB.B,MELCOR REIT 5.1% DEB,tsx
MR.UN,MELCOR REIT UN,tsx
MRC,MORGUARD CORPORATION,tsx
MRD,MELCOR DEVELOPMENTS,tsx
MRE,MARTINREA INT L INC.,tsx
MRG.DB.A,MORGAURD NA RL 4.5DB,tsx
MRG.UN,MORGUARD NA REIT UN,tsx
MRO,MILLROCK RESOURCES INC,tsxv
MRS,MISSION READY SOLUTIONS INC.,tsxv
MRT.DB,MORGUARD REIT 4.5DEB,tsx
MRT.DB.A,MORGUARD REIT 5.25DB,tsx
MRT.UN,MORGUARD REAL EST UN,tsx
MRU,METRO INC.,tsx
MRV,NUVO PHARMACEUTICALS,tsx
MRVL,MARVEL BIOSCIENCES CORP,tsxv
MRZ,MIRASOL RESOURCES LTD.,tsxv
MSA,MINEROS S.A.,tsx
MSC,MILLENNIUM SILVER CORP.,tsxv
MSCL,SATELLOS BIOSCIENCE INC.,tsxv
MSMJ.P,MJ INNOVATION CAPITAL CORP.,tsxv
MSP,MINAEAN SP CONSTRUCTION CORP.,tsxv
MSR,MINSUD RESOURCES CORP.,tsxv
MSV,MINCO SILVER CORP J,tsx
MT,M3 METALS CORP.,tsxv
MTA,METALLA ROYALTY & STREAMING LTD.,tsxv
MTAV,HORIZON GLBMETAVRS A,tsx
MTB,MOUNTAIN BOY MINERALS LTD.,tsxv
MTC,METALCORP LIMITED,tsxv
MTH,MAMMOTH RESOURCES CORP.,tsxv
MTL,MULLEN GROUP LTD.,tsx
MTL.DB,MULLEN GROUP LTD DEB,tsx
MTLO,MARTELLO TECHNOLOGIES GROUP INC.,tsxv
MTR.P,METEORITE CAPITAL INC.,tsxv
MTS,METALLIS RESOURCES INC.,tsxv
MTT,MAGNA TERRA MINERALS INC.,tsxv
MTU,MANITOU GOLD INC,tsxv
MTX,METALEX VENTURES LTD,tsxv
MTY,MTY FOOD GROUP INC.,tsx
MUB,MACKENZIE UNCNSTRN E,tsx
MULC,MANULFE MLTUSLRGCPHG,tsx
MULC.B,MANULF MLTUSLRGCPUNH,tsx
MUMC,MANULFE MULTUS MIDHG,tsx
MUMC.B,MANULFE MULTUSMDUNHG,tsx
MUN,MUNDORO CAPITAL INC.,tsxv
MUR,MURCHISON MINERALS LTD.,tsxv
MUS,MACKENZIE MAXDVRUS E,tsx
MUSC,MANULF US SMALLCAPUN,tsx
MUSC.B,MANULFUSSMALLCAP U-H,tsx
MUSH,THE GOOD SHROOM CO INC.,tsxv
MUX,MCEWEN MINING INC. J,tsx
MVAI,MINERVA INTELLIGENCE INC.,tsxv
MVM,MILLENMIN VENTURES INC,tsxv
MVP,MEDIAVALET INC. J,tsx
MVY,MOOVLY MEDIA INC.,tsxv
MWD,MACKENZIEMAXDVR AW E,tsx
MWX,MINEWORX TECHNOLOGIES LTD.,tsxv
MX,METHANEX CORPORATION,tsx
MXG,MAXIM POWER CORP.,tsx
MXR,MAX RESOURCE CORP.,tsxv
MXU,MACKENZIE ALWRL NA E,tsx
MYID,REKLAIM LTD.,tsxv
MYLK,THE PLANTING HOPE COMPANY INC.,tsxv
MZN,METALLUM RESOURCES INC.,tsxv
NA,NAT L BANK OF CANADA,tsx
NA.PR.A,NAT'L BANK SER 36 PR,tsx
NA.PR.C,NAT L BANK SER 38 PR,tsx
NA.PR.E,NAT L BANK SER 40 PR,tsx
NA.PR.G,NAT L BANK SER 42 PR,tsx
NA.PR.S,NAT L BANK SER 30 PR,tsx
NA.PR.W,NAT L BANK SER 32 PR,tsx
NALT,NBI LIQUID ALTERNATV,tsx
NAM,NEW AGE METALS INC.,tsxv
NAN,NORTH AMERICAN NICKEL INC.,tsxv
NANO,NANO ONE MATERIALS J,tsx
NAQ.P,NAVIGATOR ACQUISITION CORP.,tsxv
NAR,NORTH ARROW MINERALS INC.,tsxv
NAU,NEVGOLD CORP.,tsxv
NB,NIOCORP DEV LTD. J,tsx
NBLC,NOBEL RESOURCES CORP.,tsxv
NBLY,NEIGHBOURLY PHARM J,tsx
NBM,NEO BATTERY MATERIALS LTD.,tsxv
NBR,NUBIAN RESOURCES LTD,tsxv
NBVA,NUBEVA TECHNOLOGIES LTD.,tsxv
NBY,NIOBAY METALS INC.,tsxv
NCAU,NEWCORE GOLD LTD.,tsxv
NCF,NORTHCLIFF RES LTD J,tsx
NCG,NCM CORE GLB ETF SER,tsx
NCI,NTG CLARITY NETWORKS INC.,tsxv
NCM,NEWCREST MINING ORD,tsx
NCP,NICKEL CRKPLATINUM J,tsx
NCU,NEVADA COPPER CORP J,tsx
NCU.WT,NEVADA COPPER J WT,tsx
NCU.WT.A,NEVADA COPPER J A WT,tsx
NCU.WT.B,NEVADA COPPER J B WT,tsx
NCX,NORTHISLE COPPER AND GOLD INC.,tsxv
NDA,NEPTUNE DIGITAL ASSETS CORP.,tsxv
NDIV,NBI CDN DIV INCOM UN,tsx
NDM,NTHRN DYNASTY MIN J,tsx
NDVA,INDIVA LIMITED,tsxv
NED,NEW DESTINY MINING CORP.,tsxv
NEME.P,NEW MEDIA CAPITAL 2.0 INC.,tsxv
NEO,NEO PERFORM MATERIAL,tsx
NEPT,NEPTUNE WELLSOLUTN J,tsx
NER,NEWMAC RESOURCES INC.,tsxv
NET.UN,CANADIAN NET REAL ESTATE INVESTMENT TRUST,tsxv
NEV,NEVADA SUNRISE GOLD CORPORATION,tsxv
NEW,NEW TARGET MINING CORP.,tsxv
NEWO,NEWORIGIN GOLD CORP.,tsxv
NEWU,NEWTOPIA INC.,tsxv
NEXA,NEXA RESOURCES S.A.,tsx
NEXE,NEXE INNOVATIONS INC.,tsxv
NEXT,NEXTSOURCE MATERL J,tsx
NFAM,NBI CDN FAMILYBUSNSS,tsx
NFD.A,NORTHFIELD CAPITAL CORPORATION CL A RV,tsxv
NFG,NEW FOUND GOLD CORP.,tsxv
NFI,NFI GROUP INC.,tsx
NFI.DB,NFI GROUP INC 5% DEB,tsx
NG,NOVAGOLD RESOURCES J,tsx
NGC,NORTHERN GRAPHITE CORPORATION,tsxv
NGD,NEW GOLD INC.,tsx
NGE,NEVADA EXPLORATION INC.,tsxv
NGEN,NERVGEN PHARMA CORP.,tsxv
NGEX,NGEX MINERALS LTD.,tsxv
NGLD,NEW PLACER DOME GOLD CORP.,tsxv
NGMD,NUGEN MEDICAL DEVICES INC.,tsxv
NGPE,NBI GLBLPRIVATEEQ UN,tsx
NGT,NEWMONT CORPORATION,tsx
NGY,NEXERA ENERGY INC.,tsxv
NHF.UN,NORTHVIEWCA HIYLDFND,tsx
NHHH,FUELPOSITIVE CORPORATION,tsxv
NHK,NIGHTHAWK GOLD J,tsx
NHP,LUMIERA HEALTH INC.,tsxv
NHT.U,NEXPOINT HOSPITALITY TRUST,tsxv
NHYB,NBI HIGHYLD BOND UN,tsx
NICL,NICKEL ROCK RESOURCES INC.,tsxv
NICU,MAGNA MINING INC.,tsxv
NIF.UN,NORANDA INCM PRIORUN,tsx
NIKL,GK RESOURCES LTD.,tsxv
NILI,SURGE BATTERY METALS INC.,tsxv
NIM,NICOLA MINING INC.,tsxv
NINT,NBI ACTIVEINTL EQ UN,tsx
NIO,NIOCAN INC.,tsxv
NIR,NOBLE IRON INC.,tsxv
NIS.P,CANN-IS CAPITAL CORP.,tsxv
NKG,NEVADA KING GOLD CORP.,tsxv
NKL,NICKEL 28 CAPITAL CORP.,tsxv
NL,NORTHERN LION GOLD CORP.,tsxv
NLC,NEO LITHIUM CORP.,tsxv
NLH,NOVA LEAP HEALTH CORP.,tsxv
NLTA,ENLIGHTA INC.,tsxv
NMI,NAMIBIA CRITICAL METALS INC.,tsxv
NNX,NICKEL NORTH EXPLORATION CORP.,tsxv
NOA,N.A. CONSTRUCTION,tsx
NOA.DB.A,N.A. CONSTR 5% DEB,tsx
NOA.DB.B,N.A. CONSTR 5.5% DEB,tsx
NOB,NOBLE MINERAL EXPLORATION INC.,tsxv
NOC,NORSEMAN SILVER INC.,tsxv
NOCR,NORDEN CROWN METALS CORPORATION,tsxv
NORA,NORRA METALS CORP.,tsxv
NORR,NORRLAND GOLD CORP.,tsxv
NOT,NORONT RESOURCES LTD.,tsxv
NOU,NOUVEAU MONDE GRAPHITE INC.,tsxv
NOVB.F,1ST TRCBOEVESUS EQHG,tsx
NOVC,NOVA CANNABIS INC J,tsx
NOVR,NOVA ROYALTY CORP.,tsxv
NOW,NOWVERTICAL GROUP INC.,tsxv
NOW.WT,NOWVERTICAL GROUP INC. WT 15DEC2023,tsxv
NPA,ALPHINAT INC.,tsxv
NPF.U,NEXTPOINT FIN J US,tsx
NPF.WT.U,NEXTPOINT FINJ WT US,tsx
NPI,NORTHLAND POWER INC.,tsx
NPI.PR.A,NORTHLAND PWR PR 1,tsx
NPI.PR.B,NORTHLAND PWR PR 2,tsx
NPI.PR.C,NORTHLAND PWR PR 3,tsx
NPK,VERDE AGRITECH PLC J,tsx
NPR,NORTH PEAK RESOURCES LTD.,tsxv
NPRF,NBI ACTVCDNPRSHR UN,tsx
NPTH,NEUPATH HEALTH INC.,tsxv
NREA,NBI GLBLRL ASSETINCM,tsx
NRG,NEWRANGE GOLD CORP.,tsxv
NRM,NORAM LITHIUM CORP.,tsxv
NRN,NORTHERN SHIELD RESOURCES INC.,tsxv
NRTH,48NORTH CANNABIS CORP.,tsxv
NRTH.WT,48NORTH CANNABIS CORP. WT 02APR2024,tsxv
NSC,NEVADA SILVER CORPORATION,tsxv
NSCB,NBI SUSTAINCDNBND UN,tsx
NSCC,NBI SUSTAINCA CRPBND,tsx
NSCE,NBI SUSTAINCDNEQ UN,tsx
NSCI,NANALYSIS SCIENTIFIC CORP.,tsxv
NSE,NEW STRATUS ENERGY INC.,tsxv
NSGE,NBI SUSTAINGLBLEQ UN,tsx
NSP,NATURALLY SPLENDID ENTERPRISES LTD.,tsxv
NSR,NOMAD RYLTY CO,tsx
NSR.WT,NOMAD RYLTY CO WT,tsx
NSX,NSGOLD CORPORATION,tsxv
NTE,NETWORK MEDIA GROUP INC.,tsxv
NTR,NUTRIEN LTD.,tsx
NU,NEUTRISCI INTERNATIONAL INC.,tsxv
NUAG,NEW PACIFIC METALS J,tsx
NUBF,NBI UNCONSTR FXDINCM,tsx
NUG,NULEGACY GOLD CORPORATION,tsxv
NUMI,NUMINUS WELLNESS J,tsx
NUMI.WT,NUMINUS WELLNS J WT,tsx
NUMI.WT.B,NUMINUS WELLNSJ B WT,tsx
NUMI.WT.C,NUMINUS WELLNSJ C WT,tsx
NUSA,NBI ACTIVE US EQ UN,tsx
NVA,NUVISTA ENERGY LTD.,tsx
NVCN,NEOVASC INC. J,tsx
NVEI,NUVEI CORP. J SV,tsx
NVEI.U,NUVEI CORP. J SV USF,tsx
NVI,NOVRA TECHNOLOGIES INC.,tsxv
NVO,NOVO RESOURCES J,tsx
NVO.WT,NOVO RESOURCES J WT,tsx
NVO.WT.A,NOVO RES J A WT,tsx
NVT,NORTEC MINERALS CORP,tsxv
NVV,NORVISTA CAPITAL CORPORATION,tsxv
NVX,NV GOLD CORPORATION,tsxv
NWC,NW COMPANY VARV&COMV,tsx
NWH.DB.F,NW HEALTHCARE31DECDB,tsx
NWH.DB.G,NW HEALTHCARE 2023DB,tsx
NWH.UN,NW HEALTHCARE UN,tsx
NWST,NORTHWEST COPPER CORP.,tsxv
NWX,NEWPORT EXPLORATION LTD.,tsxv
NXE,NEXGEN ENERGY LTD. J,tsx
NXF,CI ENERGYGIANTCOV UN,tsx
NXF.B,CI ENRGYGIANTUNHEGUN,tsx
NXG,NEXGENRX INC.,tsxv
NXH,NEXT HYDROGEN SOLUTIONS INC.,tsxv
NXJ,NEXJ SYSTEMS INC. J,tsx
NXLV,NEXLIVING COMMUNITIES INC.,tsxv
NXO,NEXOPTIC TECHNOLOGY CORP.,tsxv
NXR.UN,NEXUS REIT UN,tsx
NXS,NEXUS GOLD CORP.,tsxv
NXTG,FIRST TR INDXX NEXTG,tsx
NZ,NEW ZEALAND ENERGY CORP.,tsxv
NZC,NORZINC LTD. J,tsx
NZN,NEVADA ZINC CORPORATION,tsxv
NZP,CHATHAM ROCK PHOSPHATE LIMITED,tsxv
OAM,OVERACTIVE MEDIA CORP.,tsxv
OBE,OBSIDIAN ENERGY LTD,tsx
OCG,OUTCROP SILVER & GOLD CORPORATION,tsxv
OCO,OROCO RESOURCE CORP,tsxv
ODD,ODD BURGER CORPORATION,tsxv
ODV,OSISKO DEVELOPMENT CORP.,tsxv
ODV.WT,OSISKO DEVELOPMENT CORP. WT 01DEC2023,tsxv
OEE,MEMEX INC.,tsxv
OG,ORGANIC GARAGE LTD.,tsxv
OGC,OCEANAGOLD CORP.,tsx
OGD,ORBIT GARANT DRILL,tsx
OGI,ORGANIGRAM HLDGS J,tsx
OGN,OROGEN ROYALTIES INC.,tsxv
OGO,ORGANTO FOODS INC.,tsxv
OIII,O3 MINING INC.,tsxv
OLA,ORLA MINING LTD. J,tsx
OLV,OLIVUT RESOURCES LTD.,tsxv
OLY,OLYMPIA FIN GROUP,tsx
OM,OSISKO METALS INCORPORATED,tsxv
OMG,OMAI GOLD MINES CORP.,tsxv
OMI,OROSUR MINING INC.,tsxv
OML,OMNI-LITE INDUSTRIES CANADA INC,tsxv
OMM,OMINECA MINING AND METALS LTD.,tsxv
ONC,ONCOLYTICS BIOTECH,tsx
